Entity_Name,Entity_Type,Contractor,SATNAME,Purpose,Date_of_First_Launch,Launch_vehicle,Launch_site,COSPAR_number,NORAD_number,Class_of_Orbit,Expected_Lifetime_years,Expected_Lifetime_months,Expected_Deorbit_Date,Sat_Count_entity,Entity_First_Launch,UCS_entry_year
Centre National d'Etudes Spatiales (CNES),Government,CNRS/Alcatel Alenia Space,"CoRoT (Convection, Rotation des Étoiles et Transits des Planètes Extrasolaires)",Space Science,2006-12-27,Soyuz 2-1B,Baikonur Cosmodrome,2006-063A,29678,"LEO, Sun-sync.",2,24,2008-12-27,3,2004-06-29,2008-10-06
Centre National d'Etudes Spatiales (CNES),Government,"CNES (Joint effort of France, Poland, Japan)",DEMETER (Detection of ElectroMagnetic Emission Transmitted from Earthquake Regions),Research,2004-06-29,Dnepr,Baikonur Cosmodrome,2004-025C,28368,"LEO, Sun-sync.",2,24,2006-06-29,3,2004-06-29,2008-10-06
Centre National d'Etudes Spatiales (CNES),Government,Centre National d'Etudes Spatiales (CNES),PARASOL (Polarization and Anistropy of Reflectances for Atmospheric Science coupled with Observations from LIDAR),Earth Science,2004-12-18,Ariane 5G,Guiana Space Center,2004-049G,28498,"LEO, Sun-sync.",2,24,2006-12-18,3,2004-06-29,2008-10-06
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,EADS Astrium,ESSAIM-1,ELINT Demonstration,2004-12-18,Ariane 5G,Guiana Space Center,2004-049C,28494,"LEO, Sun-sync.",3,36,2007-12-18,6,1995-07-07,2008-10-06
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,EADS Astrium,ESSAIM-2,ELINT Demonstration,2004-12-18,Ariane 5G,Guiana Space Center,2004-049D,28495,"LEO, Sun-sync.",3,36,2007-12-18,6,1995-07-07,2008-10-06
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,EADS Astrium,ESSAIM-3,ELINT Demonstration,2004-12-18,Ariane 5G,Guiana Space Center,2004-049E,28496,"LEO, Sun-sync.",3,36,2007-12-18,6,1995-07-07,2008-10-06
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,EADS Astrium,ESSAIM-4,ELINT Demonstration,2004-12-18,Ariane 5G,Guiana Space Center,2004-049F,28497,"LEO, Sun-sync.",3,36,2007-12-18,6,1995-07-07,2008-10-06
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,Matra Marconi Space/CNES (Astrium),Helios 1A,Reconnaissance,1995-07-07,Ariane 5,Guiana Space Center,1995-033A,23605,"LEO, Sun-sync.",5,60,2000-07-07,6,1995-07-07,2008-10-06
Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Military,EADS Astrium,Helios 2A,Photo Reconnaissance,2004-12-18,Ariane 5G,Guiana Space Center,2004-049A,28492,"LEO, Sun-sync.",5,60,2009-12-18,6,1995-07-07,2008-10-06
Centre National d'Etudes Spatiales (CNES)/NASA,Government,Alcatel Alenia Space,Calipso (Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation),Earth Science,2006-04-28,Delta 2,Vandenberg AFB,2006-016B,29108,"LEO, Sun-sync.",3,36,2009-04-28,1,2006-04-28,2008-10-06
Centre National des Techniques Spatiales (CNTS),Government,Surrey Satellite Technologies Ltd.,Alsat-1,Earth Observation,2002-11-28,Cosmos 3M,Plesetsk Cosmodrome,2002-054A,27559,"LEO, Sun-sync.",5,60,2007-11-28,1,2002-11-28,2008-10-06
China Meteorological Administration,Government,China Aerospace Corporation,Fengyun 1D (FY-1D),Earth Science,2002-05-15,Long March 4B,Xichang Satellite Launch Center,2002-024B,27431,"LEO, Sun-sync.",3,36,2005-05-15,4,2002-05-15,2008-10-06
China Meteorological Administration,Government,China Aerospace Corporation,Fengyun 2C (FY-2C),Earth Science,2004-10-19,Long March 3A,Xichang Satellite Launch Center,2004-042A,28451,"GEO, 104.2° E",3,36,2007-10-19,4,2002-05-15,2008-10-06
China Meteorological Administration,Government,China Aerospace Corporation,Fengyun 2D (FY-2D),Earth Science,2006-12-08,Long March 3A,Xichang Satellite Launch Center,2006-053A,29640,"GEO, 86° E",3,36,2009-12-08,4,2002-05-15,2008-10-06
China Meteorological Administration,Government,Shanghai Academy of Space Flight Technology,Fengyun 3A (FY-3A),Earth Science,2008-05-27,Long March 4C,Taiyuan Launch Center,2008-026A,32958,"LEO, Sun-Sync.",,,,4,2002-05-15,2008-10-06
China Satellite Communication Corp. (China Satcom),Commercial/Government,Thales Alenia Space,ChinaSat 6B (Zhong Xing 6B),Communications,2007-07-06,Long March 3B,Xichang Satellite Launch Center,2007-031A,31800,"GEO, 115.5° E",15,180,2022-07-06,3,1997-05-12,2008-10-06
China Satellite Communication Corp. (China Satcom),Commercial/Government,Lockheed Martin,"Chinastar-1 (ChinaSat-10, Zhongwei 1)",Communications,1998-05-30,Long March 3B,Xichang Satellite Launch Center,1998-033A,25354,"GEO, 87.47° E",15,180,2013-05-30,3,1997-05-12,2008-10-06
China Satellite Communication Corp. (China Satcom),Commercial/Government,China Academy of Space Technology,"Dongfanghong 3R (DFH 3, Zhongxing 6, Chinasat 6)",Communications,1997-05-12,Long March CZ-3A,Xichang Satellite Launch Center,1997-021A,24798,"GEO, 124.97° E",8,96,2005-05-12,3,1997-05-12,2008-10-06
Chinasat,Military,Chinese Academy of Space Technology (CAST),Zhongxing 22A (Chinastar 22A),Communications,2006-09-12,Long March 3A,Xichang Satellite Launch Center,2006-038A,29398,"GEO, 98° E",,,,2,2006-09-12,2008-10-06
Chinasat,Government,Thales Alenia Space,"Zhongxing 9 (Chinasat 9, Chinastar 9)",Communications,2008-06-09,Long March 3B,Xichang Satellite Launch Center,2008-028A,33051,"GEO, 92.2° E",,,,2,2006-09-12,2008-10-06
Chinese Academy of Sciences,Government,China Academy of Sciences,Chuangxin 1 (Innovation 1),Communications,2003-10-21,Long March 3B,Taiyuan Launch Center,2003-049B,28058,"LEO,Sun-sync.",,,,1,2003-10-21,2008-10-06
Chinese Academy of Space Technology,Military,Chinese Academy of Space Technology,"Jiang Bing 3A (Ziyuan 2, PRC 44)",Remote Sensing,2000-09-01,Long March CZ4B,Taiyuan Launch Center,2000-050A,26481,"LEO, Sun-sync.",2,24,2002-09-01,3,2000-09-01,2008-10-06
Chinese Academy of Space Technology,Military,Chinese Academy of Space Technology (CAST),Zhangguo Ziyuan 2B (ZY-2B),Remote Sensing,2002-10-27,Long March CZ4B,Taiyuan Launch Center,2002-049A,27550,"LEO, Sun-sync.",,,,3,2000-09-01,2008-10-06
Chinese Academy of Space Technology,Military,Chinese Academy of Space Technology (CAST),Zhangguo Ziyuan 2C (ZY-2C),Reconnaissance,2004-11-04,Chang Zheng 4B,Taiyuan Launch Center,2004-044A,28470,"LEO, Sun-sync.",,,,3,2000-09-01,2008-10-06
Chinese Academy of Space Technology (CAST),Government,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,"Shijian 6A (SJ-6A, Dong Fang Hong 60)",Space Physics,2004-09-08,Long March 4B,Taiyuan Launch Center,2004-035A,28413,"LEO, Sun-sync.",2,24,2006-09-08,6,2004-09-08,2008-10-06
Chinese Academy of Space Technology (CAST),Government,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,Shijian 6B (SJ-6B),Space Physics,2004-09-08,Long March 4B,Taiyuan Launch Center,2004-035B,28414,"LEO, Sun-sync.",2,24,2006-09-08,6,2004-09-08,2008-10-06
Chinese Academy of Space Technology (CAST),Government,Chinese Academy of Space Technology (CAST)/DFH Satellite,Shijian 6C (SJ-6-02A),Space Physics,2006-10-23,Long March 4B,Taiyuan Launch Center,2006-046A,29505,"LEO, Sun-sync.",,,,6,2004-09-08,2008-10-06
Chinese Academy of Space Technology (CAST),Government,Chinese Academy of Space Technology (CAST)/DFH Satellite,Shijian 6D (SJ-6-02B),Space Physics,2006-10-23,Long March 4B,Taiyuan Launch Center,2006-046B,29506,"LEO, Sun-sync.",,,,6,2004-09-08,2008-10-06
Chinese Academy of Space Technology (CAST),Government,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,"Shijian 7 (SJ7, Dong Fang Hong 65)",Space Physics,2005-07-05,Long March 2D,Jiuquan Satellite Launch Center,2005-024A,28737,"LEO, Sun-sync.",3,36,2008-07-05,6,2004-09-08,2008-10-06
Chinese Academy of Space Technology (CAST),Government,Chinese Academy of Space Technology (CAST),"TianLian 1 (TL-1-01, CTDRS)",Communications,2008-04-25,Long March 3C,Xichang Satellite Launch Center,2008-019A,32779,"GEO,  71° E",,,,6,2004-09-08,2008-10-06
Chinese Academy of Space Technology/Institutio Nacional de Pesquisas Espaciais,Government/Commercial,Institutio Nacional de Pesquisas Espiais/Chinese Academy of Space Technology,"CBERS 2 (China-Brazil Earth Resources Satellite, Zi Yuan 1-2)",Remote Sensing,2003-10-21,Long March 4B,Taiyuan Launch Center,2003-049A,28057,"LEO, Sun-sync.",3,36,2006-10-21,2,2003-10-21,2008-10-06
Chinese Academy of Space Technology/Institutio Nacional de Pesquisas Espaciais,Government/Commercial,Institutio Nacional de Pesquisas Espiais/Chinese Academy of Space Technology,"CBERS 2B (China-Brazil Earth Resources Satellite, Zi Yuan 2B)",Remote Sensing,2007-09-19,Long March 4B,Taiyuan Launch Center,2007-042A,32062,"LEO, Sun-sync.",2,24,2009-09-19,2,2003-10-21,2008-10-06
Chinese Defense Ministry,Military,Space Technology Research Institute (part of CASC),Beidou 1A (Beidou Navigation Test Satellite),Navigation/Global Positioning,2000-10-30,Long March CZ-3A,Xichang Satellite Launch Center,2000-069A,26599,"GEO, 139.99° E",,,,5,2000-10-30,2008-10-06
Chinese Defense Ministry,Military,Space Technology Research Institute (part of CASC),Beidou 1B (BNTS-1B),Navigation/Global Positioning,2000-12-20,Long March CZ-3A,Xichang Satellite Launch Center,2000-082A,26643,"GEO, 80.28° E",,,,5,2000-10-30,2008-10-06
Chinese Defense Ministry,Military,Space Technology Research Institute (part of CASC),Beidou 1C (Dong Fang Hong 54),Navigation/Global Positioning,2003-05-24,Long March CZ-3A,Xichang Satellite Launch Center,2003-021A,27813,"GEO, 110.27° E",,,,5,2000-10-30,2008-10-06
Chinese Defense Ministry,Military,Space Technology Research Institute (part of CASC),Beidou 1D (Dong Fang Hong 73),Navigation/Global Positioning,2007-02-02,Long March CZ-3A,Xichang Satellite Launch Center,2007-003A,30323,"GEO, 141° E",,,,5,2000-10-30,2008-10-06
Chinese Defense Ministry,Military,Space Technology Research Institute (part of CASC),Beidou M1 (Compass M1),Navigation/Global Positioning,2007-04-13,Long March 3A,Xichang Satellite Launch Center,2007-011A,31115,MEO,,,,5,2000-10-30,2008-10-06
Chinese National Space Administration/European Space Agency,Government,Chinese National Space Administration/European Space Agency,"Double Star 2 (Tan Ce 2, Explorer 2)",Research,2004-07-25,Long March 2C,Taiyuan Launch Center,2004-029A,28382,Elliptical,,,,1,2004-07-25,2008-10-06
Consortium of Portuguese Academic and Industrial Interests,Military/Commercial,Surrey Satellite Technology Ltd. (Univ. of Surrey),"Posat-1 (Oscar 28, PO 28)",Communications,1993-09-26,Ariane 4,Guiana Space Center,1993-061D,22826,"LEO, Sun-sync.",5,60,1998-09-26,1,1993-09-26,2008-10-06
CTRS Morocco/Institut für Luft-und Raumfahrttechnik (Berlin),Government,Institut für Luft-und Raumfahrttechnik (Berlin),Maroc Tubsat,Technology Development,2001-12-10,Zenit,Baikonur Cosmodrome,2001-056D,27004,"LEO, Sun-sync.",,,,1,2001-12-10,2008-10-06
Danish Meteorological Institute (DMI),Government,Computer Resources International (CRI),Ørsted (Sunsat),Earth Science,1999-02-23,Delta 7920,Vandenberg AFB,1999-008B,25635,"LEO, Sun-sync.",5,60,2004-02-23,1,1999-02-23,2008-10-06
Defense Advanced Research Projects Agency (DARPA)/Navy Research Laboratory (NRL),Military,Orbital Sciences Corp.,"MITEX (Micro-Satellite Technology Experiment, USA 187)",Technology Development,2006-06-21,Delta 2,Cape Canaveral,2006-024A,29240,GEO,1,12,2007-06-21,2,2006-06-21,2008-10-06
Defense Advanced Research Projects Agency (DARPA)/Navy Research Laboratory (NRL),Military,Lockheed Martin Missiles and Space,"MITEX (Micro-Satellite Technology Experiment, USA 188)",Technology Development,2006-06-21,Delta 2,Cape Canaveral,2006-024B,29241,GEO,1,12,2007-06-21,2,2006-06-21,2008-10-06
Defense Ministry,Military,TsSKB-Progress Rocket & Space Center,Persona N1 (Cosmos 2441),Reconnaissance,2008-07-26,Soyuz-2-1b,Plesetsk Cosmodrome,2008-037A,33272,"LEO, Sun-sync.",,,,4,2005-10-13,2008-10-06
Defense Ministry,Military,Alcatel Alenia Space,Syracuse 3A (Systeme de Radio Communications Utilisant un Satellite),Communications,2005-10-13,Ariane 5,Guiana Space Center,2005-041B,28885,"GEO, 47° E",12,144,2017-10-13,4,2005-10-13,2008-10-06
Defense Ministry,Military,Alcatel Alenia Space,Syracuse 3B (Systeme de Radio Communications Utilisant un Satellite),Communications,2006-08-11,Ariane 5,Guiana Space Center,2006-033B,29273,"GEO, 5.20° W",12,144,2018-08-11,4,2005-10-13,2008-10-06
Defense Ministry,Military,Israel Aerospace Industries (IAI),TecSAR (Polaris),Reconnaissance,2008-01-21,PSLV-C10,Sriharikota Launch Station,2008-002A,32476,LEO,,,,4,2005-10-13,2008-10-06
"Department of Astronautics, University of Tokyo",Civil,"Department of Astronautics, University of Tokyo","Cubesat XI-IV (Oscar 57, CO-57)",Technology Development,2003-06-30,Dnepr,Plesetsk Cosmodrome,2003-031J,27848,"LEO, Sun-sync.",,,,2,2003-06-30,2008-10-06
"Department of Astronautics, University of Tokyo",Civil,"Department of Astronautics, University of Tokyo","Cubesat XI-V (Ocscar 58, CO-58)",Technology Development,2005-10-27,Cosmos-3M,Plesetsk Cosmodrome,2005-043F,28895,"LEO, Sun-sync.",,,,2,2003-06-30,2008-10-06
Deutsches Zentrum für Luft- und Raumfahrt,Government,"Institute of Aeronautics and Astronautics, Technical University of Berlin",DLR Tubsat,Earth Science,1999-05-26,PSLV-C2,Satish Dhawan Space Centre,1999-029C,25758,"LEO, Sun-sync.",1,12,2000-05-26,1,1999-05-26,2008-10-06
DigitalGlobe Corporation,Commercial,Ball Aerospace,Quickbird 2,Earth Observation,2001-10-18,Delta 2,Vandenberg AFB,2001-047A,26953,"LEO, Sun-sync.",7,84,2008-10-18,2,2001-10-18,2008-10-06
DigitalGlobe Corporation,Military/Commercial,Ball Aerospace,Worldview 1,Earth Observation,2007-09-18,Delta 2,Vandenberg AFB,2007-041A,32060,"LEO, Sun-sync.",7.25,87,2014-12-18,2,2001-10-18,2008-10-06
"DirecTV, Inc.",Commercial,Hughes Electronics Corp.,DirecTV-1 (DBS-1),Communications,1993-12-18,Ariane 4,Guiana Space Center,1993-078A,22930,"GEO, 101.21° W",15,180,2008-12-18,11,1993-12-18,2008-10-06
"DirecTV, Inc.",Commercial,Boeing Space and Intelligence Systems,DirecTV-10,Communications,2007-07-07,Proton-M,Baikonur Cosmodrome,2007-032A,31862,"GEO, 102.8° W",15,180,2022-07-07,11,1993-12-18,2008-10-06
"DirecTV, Inc.",Commercial,Boeing Satellite Development Center,DirecTV-11,Communications,2008-03-19,Zenit 3-SL,Sea Launch (Odyssey),2008-013A,32729,"GEO, 99.2° W",,,,11,1993-12-18,2008-10-06
"DirecTV, Inc.",Commercial,Hughes Electronics Corp.,DirecTV-1R,Communications,1999-10-10,Zenit 3-SL,Sea Launch (Odyssey),1999-056A,25937,"GEO, 100.86° W",15,180,2014-10-10,11,1993-12-18,2008-10-06
"DirecTV, Inc.",Commercial,Hughes Electronics Corp.,DirecTV-4S,Communications,2001-11-27,Ariane 44LP,Guiana Space Center,2001-052A,26985,"GEO, 101.24° W",15,180,2016-11-27,11,1993-12-18,2008-10-06
"DirecTV, Inc.",Commercial,Space Systems/Loral,DirecTV-5 (Tempo 1),Communications,2002-05-07,Proton K,Baikonur Cosmodrome,2002-023A,27426,"GEO, 119.17° W",15,180,2017-05-07,11,1993-12-18,2008-10-06
